Year,Month,District Code,District Name,Neighborhood Code,Neighborhood Name,Gender,Demand_occupation,Number
2021,January,8,Nou Barris,55,Ciutat Meridiana,Female,Unemployment demand,599
2021,January,8,Nou Barris,56,Vallbona,Female,Unemployment demand,70
2021,January,9,Sant Andreu,57,la Trinitat Vella,Female,Unemployment demand,555
2021,January,9,Sant Andreu,58,Baró de Viver,Female,Unemployment demand,124
2021,January,9,Sant Andreu,59,el Bon Pastor,Female,Unemployment demand,702
2021,January,9,Sant Andreu,60,Sant Andreu,Female,Unemployment demand,2843
2021,January,9,Sant Andreu,61,la Sagrera,Female,Unemployment demand,1405
2021,January,9,Sant Andreu,62,el Congrés i els Indians,Female,Unemployment demand,684
2021,January,9,Sant Andreu,63,Navas,Female,Unemployment demand,1052
2021,January,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,Unemployment demand,1875
2021,January,10,Sant Martí,65,el Clot,Female,Unemployment demand,1288
2021,January,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,Unemployment demand,623
2021,January,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,Unemployment demand,401
2021,January,10,Sant Martí,68,el Poblenou,Female,Unemployment demand,1386
2021,January,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,Unemployment demand,510
2021,January,10,Sant Martí,70,el Besòs i el Maresme,Female,Unemployment demand,1163
2021,January,10,Sant Martí,71,Provençals del Poblenou,Female,Unemployment demand,936
2021,January,10,Sant Martí,72,Sant Martí de Provençals,Female,Unemployment demand,1312
2021,January,10,Sant Martí,73,la Verneda i la Pau,Female,Unemployment demand,1478
2021,January,99,No consta,99,No consta,Female,Unemployment demand,211
2021,January,1,Ciutat Vella,1,el Raval,Male,Registered unemployed,3040
2021,January,1,Ciutat Vella,2,el Barri Gòtic,Male,Registered unemployed,766
2021,January,1,Ciutat Vella,3,la Barceloneta,Male,Registered unemployed,722
2021,January,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,Registered unemployed,993
2021,January,2,Eixample,5,el Fort Pienc,Male,Registered unemployed,784
2021,January,2,Eixample,6,la Sagrada Família,Male,Registered unemployed,1222
2021,January,2,Eixample,7,la Dreta de l'Eixample,Male,Registered unemployed,882
2021,January,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,Registered unemployed,905
2021,January,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,Registered unemployed,1351
2021,January,2,Eixample,10,Sant Antoni,Male,Registered unemployed,1038
2021,January,3,Sants-Montjuïc,11,el Poble Sec,Male,Registered unemployed,1604
2021,January,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,Registered unemployed,77
2021,January,3,Sants-Montjuïc,13,la Marina de Port,Male,Registered unemployed,965
2021,January,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,Registered unemployed,399
2021,January,3,Sants-Montjuïc,15,Hostafrancs,Male,Registered unemployed,439
2021,January,3,Sants-Montjuïc,16,la Bordeta,Male,Registered unemployed,515
2021,January,3,Sants-Montjuïc,17,Sants - Badal,Male,Registered unemployed,509
2021,January,3,Sants-Montjuïc,18,Sants,Male,Registered unemployed,1016
2021,January,4,Les Corts,19,les Corts,Male,Registered unemployed,1019
2021,January,4,Les Corts,20,la Maternitat i Sant Ramon,Male,Registered unemployed,503
2021,January,4,Les Corts,21,Pedralbes,Male,Registered unemployed,111
2021,January,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,Registered unemployed,60
2021,January,5,Sarrià-Sant Gervasi,23,Sarrià,Male,Registered unemployed,266
2021,January,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,Registered unemployed,234
2021,January,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,Registered unemployed,364
2021,January,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,Registered unemployed,632
2021,January,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,Registered unemployed,583
2021,January,6,Gràcia,28,Vallcarca i els Penitents,Male,Registered unemployed,383
2021,January,6,Gràcia,29,el Coll,Male,Registered unemployed,158
2021,January,6,Gràcia,30,la Salut,Male,Registered unemployed,331
2021,January,6,Gràcia,31,la Vila de Gràcia,Male,Registered unemployed,1255
2021,January,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,Registered unemployed,799
2021,January,7,Horta-Guinardó,33,el Baix Guinardó,Male,Registered unemployed,609
2021,January,7,Horta-Guinardó,34,Can Baró,Male,Registered unemployed,238
2021,January,7,Horta-Guinardó,35,el Guinardó,Male,Registered unemployed,940
2021,January,7,Horta-Guinardó,36,la Font d'en Fargues,Male,Registered unemployed,284
2021,January,7,Horta-Guinardó,37,el Carmel,Male,Registered unemployed,971
2021,January,7,Horta-Guinardó,38,la Teixonera,Male,Registered unemployed,330
2021,January,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,Registered unemployed,206
2021,January,7,Horta-Guinardó,40,Montbau,Male,Registered unemployed,149
2021,January,7,Horta-Guinardó,41,la Vall d'Hebron,Male,Registered unemployed,159
2021,January,7,Horta-Guinardó,42,la Clota,Male,Registered unemployed,11
2021,January,7,Horta-Guinardó,43,Horta,Male,Registered unemployed,818
2021,January,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,Registered unemployed,760
2021,January,8,Nou Barris,45,Porta,Male,Registered unemployed,738
2021,January,8,Nou Barris,46,el Turó de la Peira,Male,Registered unemployed,474
2021,January,8,Nou Barris,47,Can Peguera,Male,Registered unemployed,66
2021,January,8,Nou Barris,48,la Guineueta,Male,Registered unemployed,527
2021,January,8,Nou Barris,49,Canyelles,Male,Registered unemployed,257
2021,January,8,Nou Barris,50,les Roquetes,Male,Registered unemployed,557
2021,January,8,Nou Barris,51,Verdun,Male,Registered unemployed,427
2021,January,8,Nou Barris,52,la Prosperitat,Male,Registered unemployed,830
2021,January,8,Nou Barris,53,la Trinitat Nova,Male,Registered unemployed,402
2021,January,8,Nou Barris,54,Torre Baró,Male,Registered unemployed,112
2021,January,8,Nou Barris,55,Ciutat Meridiana,Male,Registered unemployed,584
2021,January,8,Nou Barris,56,Vallbona,Male,Registered unemployed,68
2021,January,9,Sant Andreu,57,la Trinitat Vella,Male,Registered unemployed,542
2021,January,9,Sant Andreu,58,Baró de Viver,Male,Registered unemployed,64
2021,January,9,Sant Andreu,59,el Bon Pastor,Male,Registered unemployed,361
2021,January,9,Sant Andreu,60,Sant Andreu,Male,Registered unemployed,1462
2021,January,9,Sant Andreu,61,la Sagrera,Male,Registered unemployed,744
2021,January,9,Sant Andreu,62,el Congrés i els Indians,Male,Registered unemployed,362
2021,January,9,Sant Andreu,63,Navas,Male,Registered unemployed,558
2021,January,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,Registered unemployed,1119
2021,January,10,Sant Martí,65,el Clot,Male,Registered unemployed,746
2021,January,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,Registered unemployed,359
2021,January,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,Registered unemployed,246
2021,January,10,Sant Martí,68,el Poblenou,Male,Registered unemployed,842
2021,January,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,Registered unemployed,416
2021,January,10,Sant Martí,70,el Besòs i el Maresme,Male,Registered unemployed,948
2021,January,10,Sant Martí,71,Provençals del Poblenou,Male,Registered unemployed,581
2021,January,10,Sant Martí,72,Sant Martí de Provençals,Male,Registered unemployed,779
2021,January,10,Sant Martí,73,la Verneda i la Pau,Male,Registered unemployed,880
2021,January,99,No consta,99,No consta,Male,Registered unemployed,57
2021,January,1,Ciutat Vella,1,el Raval,Male,Unemployment demand,5175
2021,January,1,Ciutat Vella,2,el Barri Gòtic,Male,Unemployment demand,937
2021,January,1,Ciutat Vella,3,la Barceloneta,Male,Unemployment demand,1000
2021,January,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,Unemployment demand,1387
2021,January,2,Eixample,5,el Fort Pienc,Male,Unemployment demand,1386
2021,January,2,Eixample,6,la Sagrada Família,Male,Unemployment demand,2272
2021,January,2,Eixample,7,la Dreta de l'Eixample,Male,Unemployment demand,1457
2021,January,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,Unemployment demand,1721
2021,January,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,Unemployment demand,2504
2021,January,2,Eixample,10,Sant Antoni,Male,Unemployment demand,1866
2021,January,3,Sants-Montjuïc,11,el Poble Sec,Male,Unemployment demand,2398
2021,January,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,Unemployment demand,112
2021,January,3,Sants-Montjuïc,13,la Marina de Port,Male,Unemployment demand,1810
2021,January,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,Unemployment demand,604
2021,January,3,Sants-Montjuïc,15,Hostafrancs,Male,Unemployment demand,790
2021,January,3,Sants-Montjuïc,16,la Bordeta,Male,Unemployment demand,927
2021,January,3,Sants-Montjuïc,17,Sants - Badal,Male,Unemployment demand,1025
2021,January,3,Sants-Montjuïc,18,Sants,Male,Unemployment demand,1918
2021,January,4,Les Corts,19,les Corts,Male,Unemployment demand,1954
2021,January,4,Les Corts,20,la Maternitat i Sant Ramon,Male,Unemployment demand,1013
2021,January,4,Les Corts,21,Pedralbes,Male,Unemployment demand,222
2021,January,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,Unemployment demand,91
2021,January,5,Sarrià-Sant Gervasi,23,Sarrià,Male,Unemployment demand,478
2021,January,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,Unemployment demand,356
2021,January,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,Unemployment demand,629
2021,January,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,Unemployment demand,1134
2021,January,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,Unemployment demand,1060
2021,January,6,Gràcia,28,Vallcarca i els Penitents,Male,Unemployment demand,691
2021,January,6,Gràcia,29,el Coll,Male,Unemployment demand,290
2021,January,6,Gràcia,30,la Salut,Male,Unemployment demand,592
2021,January,6,Gràcia,31,la Vila de Gràcia,Male,Unemployment demand,2217
2021,January,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,Unemployment demand,1470
2021,January,7,Horta-Guinardó,33,el Baix Guinardó,Male,Unemployment demand,1147
2021,January,7,Horta-Guinardó,34,Can Baró,Male,Unemployment demand,425
2021,January,7,Horta-Guinardó,35,el Guinardó,Male,Unemployment demand,1714
2021,January,7,Horta-Guinardó,36,la Font d'en Fargues,Male,Unemployment demand,521
2021,January,7,Horta-Guinardó,37,el Carmel,Male,Unemployment demand,1781
2021,January,7,Horta-Guinardó,38,la Teixonera,Male,Unemployment demand,553
2021,January,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,Unemployment demand,336
2021,January,7,Horta-Guinardó,40,Montbau,Male,Unemployment demand,243
2021,January,7,Horta-Guinardó,41,la Vall d'Hebron,Male,Unemployment demand,259
2021,January,7,Horta-Guinardó,42,la Clota,Male,Unemployment demand,18
2021,January,7,Horta-Guinardó,43,Horta,Male,Unemployment demand,1444
2021,January,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,Unemployment demand,1354
2021,January,8,Nou Barris,45,Porta,Male,Unemployment demand,1354
2021,January,8,Nou Barris,46,el Turó de la Peira,Male,Unemployment demand,827
2021,January,8,Nou Barris,47,Can Peguera,Male,Unemployment demand,111
2021,January,8,Nou Barris,48,la Guineueta,Male,Unemployment demand,829
2021,January,8,Nou Barris,49,Canyelles,Male,Unemployment demand,405
2021,January,8,Nou Barris,50,les Roquetes,Male,Unemployment demand,877
2021,January,8,Nou Barris,51,Verdun,Male,Unemployment demand,672
2021,January,8,Nou Barris,52,la Prosperitat,Male,Unemployment demand,1521
2021,January,8,Nou Barris,53,la Trinitat Nova,Male,Unemployment demand,511
2021,January,8,Nou Barris,54,Torre Baró,Male,Unemployment demand,139
2021,January,8,Nou Barris,55,Ciutat Meridiana,Male,Unemployment demand,727
2021,January,8,Nou Barris,56,Vallbona,Male,Unemployment demand,84
2021,January,9,Sant Andreu,57,la Trinitat Vella,Male,Unemployment demand,673
2021,January,9,Sant Andreu,58,Baró de Viver,Male,Unemployment demand,130
2021,January,9,Sant Andreu,59,el Bon Pastor,Male,Unemployment demand,737
2021,January,9,Sant Andreu,60,Sant Andreu,Male,Unemployment demand,2984
2021,January,9,Sant Andreu,61,la Sagrera,Male,Unemployment demand,1393
2021,January,9,Sant Andreu,62,el Congrés i els Indians,Male,Unemployment demand,678
2021,January,9,Sant Andreu,63,Navas,Male,Unemployment demand,1042
2021,January,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,Unemployment demand,1974
2021,January,10,Sant Martí,65,el Clot,Male,Unemployment demand,1328
2021,January,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,Unemployment demand,634
2021,January,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,Unemployment demand,413
2021,January,10,Sant Martí,68,el Poblenou,Male,Unemployment demand,1425
2021,January,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,Unemployment demand,639
2021,January,10,Sant Martí,70,el Besòs i el Maresme,Male,Unemployment demand,1462
2021,January,10,Sant Martí,71,Provençals del Poblenou,Male,Unemployment demand,1009
2021,January,10,Sant Martí,72,Sant Martí de Provençals,Male,Unemployment demand,1398
2021,January,10,Sant Martí,73,la Verneda i la Pau,Male,Unemployment demand,1579
2021,January,99,No consta,99,No consta,Male,Unemployment demand,244
2021,February,1,Ciutat Vella,1,el Raval,Female,Registered unemployed,2193
2021,February,1,Ciutat Vella,2,el Barri Gòtic,Female,Registered unemployed,690
2021,February,1,Ciutat Vella,3,la Barceloneta,Female,Registered unemployed,735
2021,February,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,Registered unemployed,1013
2021,February,2,Eixample,5,el Fort Pienc,Female,Registered unemployed,903
2021,February,2,Eixample,6,la Sagrada Família,Female,Registered unemployed,1427
2021,February,2,Eixample,7,la Dreta de l'Eixample,Female,Registered unemployed,1007
2021,February,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,Registered unemployed,1053
2021,February,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,Registered unemployed,1549
2021,February,2,Eixample,10,Sant Antoni,Female,Registered unemployed,1145
2021,February,3,Sants-Montjuïc,11,el Poble Sec,Female,Registered unemployed,1517
2021,February,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,Registered unemployed,62
2021,February,3,Sants-Montjuïc,13,la Marina de Port,Female,Registered unemployed,1272
2021,February,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,Registered unemployed,385
2021,February,3,Sants-Montjuïc,15,Hostafrancs,Female,Registered unemployed,500
2021,February,3,Sants-Montjuïc,16,la Bordeta,Female,Registered unemployed,587
2021,February,3,Sants-Montjuïc,17,Sants - Badal,Female,Registered unemployed,639
2021,February,3,Sants-Montjuïc,18,Sants,Female,Registered unemployed,1205
2021,February,4,Les Corts,19,les Corts,Female,Registered unemployed,1220
2021,February,4,Les Corts,20,la Maternitat i Sant Ramon,Female,Registered unemployed,631
2021,February,4,Les Corts,21,Pedralbes,Female,Registered unemployed,155
2021,February,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,Registered unemployed,67
2021,February,5,Sarrià-Sant Gervasi,23,Sarrià,Female,Registered unemployed,339
2021,February,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,Registered unemployed,258
2021,February,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,Registered unemployed,400
2021,February,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,Registered unemployed,791
2021,February,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,Registered unemployed,685
2021,February,6,Gràcia,28,Vallcarca i els Penitents,Female,Registered unemployed,453
2021,February,6,Gràcia,29,el Coll,Female,Registered unemployed,191
2021,February,6,Gràcia,30,la Salut,Female,Registered unemployed,367
2021,February,6,Gràcia,31,la Vila de Gràcia,Female,Registered unemployed,1421
2021,February,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,Registered unemployed,906
2021,February,7,Horta-Guinardó,33,el Baix Guinardó,Female,Registered unemployed,702
2021,February,7,Horta-Guinardó,34,Can Baró,Female,Registered unemployed,262
2021,February,7,Horta-Guinardó,35,el Guinardó,Female,Registered unemployed,1130
2021,February,7,Horta-Guinardó,36,la Font d'en Fargues,Female,Registered unemployed,343
2021,February,7,Horta-Guinardó,37,el Carmel,Female,Registered unemployed,1170
2021,February,7,Horta-Guinardó,38,la Teixonera,Female,Registered unemployed,364
2021,February,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,Registered unemployed,222
2021,February,7,Horta-Guinardó,40,Montbau,Female,Registered unemployed,160
2021,February,7,Horta-Guinardó,41,la Vall d'Hebron,Female,Registered unemployed,171
2021,February,7,Horta-Guinardó,42,la Clota,Female,Registered unemployed,12
2021,February,7,Horta-Guinardó,43,Horta,Female,Registered unemployed,1013
2021,February,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,Registered unemployed,951
2021,February,8,Nou Barris,45,Porta,Female,Registered unemployed,918
