Year,District.Code,District.Name,Neighborhood.Code,Neighborhood.Name,Gender,Age,Total
2017,9,Sant Andreu,63,Navas,Female,80-84,554
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,80-84,835
2017,10,Sant Martí,65,el Clot,Female,80-84,509
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,80-84,282
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,80-84,73
2017,10,Sant Martí,68,el Poblenou,Female,80-84,608
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,80-84,182
2017,10,Sant Martí,70,el Besòs i el Maresme,Female,80-84,609
2017,10,Sant Martí,71,Provençals del Poblenou,Female,80-84,412
2017,10,Sant Martí,72,Sant Martí de Provençals,Female,80-84,732
2017,10,Sant Martí,73,la Verneda i la Pau,Female,80-84,786
2017,1,Ciutat Vella,1,el Raval,Female,85-89,458
2017,1,Ciutat Vella,2,el Barri Gòtic,Female,85-89,182
2017,1,Ciutat Vella,3,la Barceloneta,Female,85-89,265
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,85-89,295
2017,2,Eixample,5,el Fort Pienc,Female,85-89,559
2017,2,Eixample,6,la Sagrada Família,Female,85-89,1058
2017,2,Eixample,7,la Dreta de l'Eixample,Female,85-89,871
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,85-89,810
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,85-89,1059
2017,2,Eixample,10,Sant Antoni,Female,85-89,753
2017,3,Sants-Montjuïc,11,el Poble Sec,Female,85-89,564
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,85-89,25
2017,3,Sants-Montjuïc,13,la Marina de Port,Female,85-89,445
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,85-89,185
2017,3,Sants-Montjuïc,15,Hostafrancs,Female,85-89,228
2017,3,Sants-Montjuïc,16,la Bordeta,Female,85-89,293
2017,3,Sants-Montjuïc,17,Sants - Badal,Female,85-89,411
2017,3,Sants-Montjuïc,18,Sants,Female,85-89,757
2017,4,Les Corts,19,les Corts,Female,85-89,742
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Female,85-89,391
2017,4,Les Corts,21,Pedralbes,Female,85-89,209
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,85-89,30
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Female,85-89,469
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,85-89,278
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,85-89,463
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,85-89,884
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,85-89,472
2017,6,Gràcia,28,Vallcarca i els Penitents,Female,85-89,281
2017,6,Gràcia,29,el Coll,Female,85-89,83
2017,6,Gràcia,30,la Salut,Female,85-89,250
2017,6,Gràcia,31,la Vila de Gràcia,Female,85-89,979
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,85-89,597
2017,7,Horta-Guinardó,33,el Baix Guinardó,Female,85-89,596
2017,7,Horta-Guinardó,34,Can Baró,Female,85-89,160
2017,7,Horta-Guinardó,35,el Guinardó,Female,85-89,632
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Female,85-89,135
2017,7,Horta-Guinardó,37,el Carmel,Female,85-89,422
2017,7,Horta-Guinardó,38,la Teixonera,Female,85-89,167
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,85-89,141
2017,7,Horta-Guinardó,40,Montbau,Female,85-89,194
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Female,85-89,89
2017,7,Horta-Guinardó,42,la Clota,Female,85-89,5
2017,7,Horta-Guinardó,43,Horta,Female,85-89,504
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,85-89,514
2017,8,Nou Barris,45,Porta,Female,85-89,469
2017,8,Nou Barris,46,el Turó de la Peira,Female,85-89,504
2017,8,Nou Barris,47,Can Peguera,Female,85-89,54
2017,8,Nou Barris,48,la Guineueta,Female,85-89,316
2017,8,Nou Barris,49,Canyelles,Female,85-89,100
2017,8,Nou Barris,50,les Roquetes,Female,85-89,186
2017,8,Nou Barris,51,Verdun,Female,85-89,207
2017,8,Nou Barris,52,la Prosperitat,Female,85-89,422
2017,8,Nou Barris,53,la Trinitat Nova,Female,85-89,176
2017,8,Nou Barris,54,Torre Baró,Female,85-89,18
2017,8,Nou Barris,55,Ciutat Meridiana,Female,85-89,87
2017,8,Nou Barris,56,Vallbona,Female,85-89,17
2017,9,Sant Andreu,57,la Trinitat Vella,Female,85-89,95
2017,9,Sant Andreu,58,Baró de Viver,Female,85-89,30
2017,9,Sant Andreu,59,el Bon Pastor,Female,85-89,164
2017,9,Sant Andreu,60,Sant Andreu,Female,85-89,833
2017,9,Sant Andreu,61,la Sagrera,Female,85-89,418
2017,9,Sant Andreu,62,el Congrés i els Indians,Female,85-89,394
2017,9,Sant Andreu,63,Navas,Female,85-89,406
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,85-89,699
2017,10,Sant Martí,65,el Clot,Female,85-89,375
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,85-89,223
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,85-89,53
2017,10,Sant Martí,68,el Poblenou,Female,85-89,493
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,85-89,103
2017,10,Sant Martí,70,el Besòs i el Maresme,Female,85-89,378
2017,10,Sant Martí,71,Provençals del Poblenou,Female,85-89,258
2017,10,Sant Martí,72,Sant Martí de Provençals,Female,85-89,532
2017,10,Sant Martí,73,la Verneda i la Pau,Female,85-89,501
2017,1,Ciutat Vella,1,el Raval,Female,90-94,246
2017,1,Ciutat Vella,2,el Barri Gòtic,Female,90-94,131
2017,1,Ciutat Vella,3,la Barceloneta,Female,90-94,118
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,90-94,160
2017,2,Eixample,5,el Fort Pienc,Female,90-94,285
2017,2,Eixample,6,la Sagrada Família,Female,90-94,566
2017,2,Eixample,7,la Dreta de l'Eixample,Female,90-94,547
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,90-94,467
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,90-94,611
2017,2,Eixample,10,Sant Antoni,Female,90-94,415
2017,3,Sants-Montjuïc,11,el Poble Sec,Female,90-94,298
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,90-94,6
2017,3,Sants-Montjuïc,13,la Marina de Port,Female,90-94,153
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,90-94,102
2017,3,Sants-Montjuïc,15,Hostafrancs,Female,90-94,100
2017,3,Sants-Montjuïc,16,la Bordeta,Female,90-94,156
2017,3,Sants-Montjuïc,17,Sants - Badal,Female,90-94,183
2017,3,Sants-Montjuïc,18,Sants,Female,90-94,362
2017,4,Les Corts,19,les Corts,Female,90-94,435
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Female,90-94,211
2017,4,Les Corts,21,Pedralbes,Female,90-94,111
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,90-94,29
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Female,90-94,281
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,90-94,132
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,90-94,277
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,90-94,519
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,90-94,251
2017,6,Gràcia,28,Vallcarca i els Penitents,Female,90-94,167
2017,6,Gràcia,29,el Coll,Female,90-94,39
2017,6,Gràcia,30,la Salut,Female,90-94,125
2017,6,Gràcia,31,la Vila de Gràcia,Female,90-94,581
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,90-94,339
2017,7,Horta-Guinardó,33,el Baix Guinardó,Female,90-94,308
2017,7,Horta-Guinardó,34,Can Baró,Female,90-94,71
2017,7,Horta-Guinardó,35,el Guinardó,Female,90-94,300
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Female,90-94,84
2017,7,Horta-Guinardó,37,el Carmel,Female,90-94,181
2017,7,Horta-Guinardó,38,la Teixonera,Female,90-94,84
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,90-94,61
2017,7,Horta-Guinardó,40,Montbau,Female,90-94,102
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Female,90-94,38
2017,7,Horta-Guinardó,42,la Clota,Female,90-94,6
2017,7,Horta-Guinardó,43,Horta,Female,90-94,253
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,90-94,268
2017,8,Nou Barris,45,Porta,Female,90-94,198
2017,8,Nou Barris,46,el Turó de la Peira,Female,90-94,168
2017,8,Nou Barris,47,Can Peguera,Female,90-94,25
2017,8,Nou Barris,48,la Guineueta,Female,90-94,129
2017,8,Nou Barris,49,Canyelles,Female,90-94,34
2017,8,Nou Barris,50,les Roquetes,Female,90-94,59
2017,8,Nou Barris,51,Verdun,Female,90-94,93
2017,8,Nou Barris,52,la Prosperitat,Female,90-94,174
2017,8,Nou Barris,53,la Trinitat Nova,Female,90-94,81
2017,8,Nou Barris,54,Torre Baró,Female,90-94,13
2017,8,Nou Barris,55,Ciutat Meridiana,Female,90-94,31
2017,8,Nou Barris,56,Vallbona,Female,90-94,16
2017,9,Sant Andreu,57,la Trinitat Vella,Female,90-94,38
2017,9,Sant Andreu,58,Baró de Viver,Female,90-94,18
2017,9,Sant Andreu,59,el Bon Pastor,Female,90-94,57
2017,9,Sant Andreu,60,Sant Andreu,Female,90-94,409
2017,9,Sant Andreu,61,la Sagrera,Female,90-94,230
2017,9,Sant Andreu,62,el Congrés i els Indians,Female,90-94,167
2017,9,Sant Andreu,63,Navas,Female,90-94,192
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,90-94,340
2017,10,Sant Martí,65,el Clot,Female,90-94,197
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,90-94,95
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,90-94,23
2017,10,Sant Martí,68,el Poblenou,Female,90-94,270
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,90-94,48
2017,10,Sant Martí,70,el Besòs i el Maresme,Female,90-94,129
2017,10,Sant Martí,71,Provençals del Poblenou,Female,90-94,112
2017,10,Sant Martí,72,Sant Martí de Provençals,Female,90-94,226
2017,10,Sant Martí,73,la Verneda i la Pau,Female,90-94,233
2017,1,Ciutat Vella,1,el Raval,Female,>=95,75
2017,1,Ciutat Vella,2,el Barri Gòtic,Female,>=95,33
2017,1,Ciutat Vella,3,la Barceloneta,Female,>=95,39
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,>=95,39
2017,2,Eixample,5,el Fort Pienc,Female,>=95,101
2017,2,Eixample,6,la Sagrada Família,Female,>=95,180
2017,2,Eixample,7,la Dreta de l'Eixample,Female,>=95,233
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,>=95,191
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,>=95,172
2017,2,Eixample,10,Sant Antoni,Female,>=95,150
2017,3,Sants-Montjuïc,11,el Poble Sec,Female,>=95,81
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,>=95,1
2017,3,Sants-Montjuïc,13,la Marina de Port,Female,>=95,47
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,>=95,34
2017,3,Sants-Montjuïc,15,Hostafrancs,Female,>=95,36
2017,3,Sants-Montjuïc,16,la Bordeta,Female,>=95,37
2017,3,Sants-Montjuïc,17,Sants - Badal,Female,>=95,41
2017,3,Sants-Montjuïc,18,Sants,Female,>=95,102
2017,4,Les Corts,19,les Corts,Female,>=95,131
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Female,>=95,61
2017,4,Les Corts,21,Pedralbes,Female,>=95,43
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,>=95,11
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Female,>=95,111
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,>=95,66
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,>=95,113
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,>=95,203
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,>=95,101
2017,6,Gràcia,28,Vallcarca i els Penitents,Female,>=95,62
2017,6,Gràcia,29,el Coll,Female,>=95,14
2017,6,Gràcia,30,la Salut,Female,>=95,56
2017,6,Gràcia,31,la Vila de Gràcia,Female,>=95,174
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,>=95,111
2017,7,Horta-Guinardó,33,el Baix Guinardó,Female,>=95,76
2017,7,Horta-Guinardó,34,Can Baró,Female,>=95,20
2017,7,Horta-Guinardó,35,el Guinardó,Female,>=95,98
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Female,>=95,33
2017,7,Horta-Guinardó,37,el Carmel,Female,>=95,47
2017,7,Horta-Guinardó,38,la Teixonera,Female,>=95,21
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,>=95,22
2017,7,Horta-Guinardó,40,Montbau,Female,>=95,33
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Female,>=95,12
2017,7,Horta-Guinardó,42,la Clota,Female,>=95,0
2017,7,Horta-Guinardó,43,Horta,Female,>=95,81
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,>=95,68
2017,8,Nou Barris,45,Porta,Female,>=95,42
2017,8,Nou Barris,46,el Turó de la Peira,Female,>=95,18
2017,8,Nou Barris,47,Can Peguera,Female,>=95,2
2017,8,Nou Barris,48,la Guineueta,Female,>=95,26
2017,8,Nou Barris,49,Canyelles,Female,>=95,6
2017,8,Nou Barris,50,les Roquetes,Female,>=95,25
2017,8,Nou Barris,51,Verdun,Female,>=95,26
2017,8,Nou Barris,52,la Prosperitat,Female,>=95,41
2017,8,Nou Barris,53,la Trinitat Nova,Female,>=95,18
2017,8,Nou Barris,54,Torre Baró,Female,>=95,2
2017,8,Nou Barris,55,Ciutat Meridiana,Female,>=95,9
2017,8,Nou Barris,56,Vallbona,Female,>=95,5
2017,9,Sant Andreu,57,la Trinitat Vella,Female,>=95,16
2017,9,Sant Andreu,58,Baró de Viver,Female,>=95,1
2017,9,Sant Andreu,59,el Bon Pastor,Female,>=95,21
2017,9,Sant Andreu,60,Sant Andreu,Female,>=95,133
2017,9,Sant Andreu,61,la Sagrera,Female,>=95,53
2017,9,Sant Andreu,62,el Congrés i els Indians,Female,>=95,39
2017,9,Sant Andreu,63,Navas,Female,>=95,57
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,>=95,100
2017,10,Sant Martí,65,el Clot,Female,>=95,49
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,>=95,29
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,>=95,13
2017,10,Sant Martí,68,el Poblenou,Female,>=95,62
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,>=95,11
2017,10,Sant Martí,70,el Besòs i el Maresme,Female,>=95,41
2017,10,Sant Martí,71,Provençals del Poblenou,Female,>=95,28
2017,10,Sant Martí,72,Sant Martí de Provençals,Female,>=95,57
2017,10,Sant Martí,73,la Verneda i la Pau,Female,>=95,54
2016,1,Ciutat Vella,1,el Raval,Male,0-4,1085
2016,1,Ciutat Vella,2,el Barri Gòtic,Male,0-4,246
2016,1,Ciutat Vella,3,la Barceloneta,Male,0-4,226
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,0-4,441
2016,2,Eixample,5,el Fort Pienc,Male,0-4,662
2016,2,Eixample,6,la Sagrada Família,Male,0-4,987
2016,2,Eixample,7,la Dreta de l'Eixample,Male,0-4,968
2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,0-4,818
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,0-4,1085
2016,2,Eixample,10,Sant Antoni,Male,0-4,773
2016,3,Sants-Montjuïc,11,el Poble Sec,Male,0-4,890
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,0-4,26
2016,3,Sants-Montjuïc,13,la Marina de Port,Male,0-4,659
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,0-4,170
2016,3,Sants-Montjuïc,15,Hostafrancs,Male,0-4,333
2016,3,Sants-Montjuïc,16,la Bordeta,Male,0-4,369
2016,3,Sants-Montjuïc,17,Sants - Badal,Male,0-4,445
2016,3,Sants-Montjuïc,18,Sants,Male,0-4,872
2016,4,Les Corts,19,les Corts,Male,0-4,967
2016,4,Les Corts,20,la Maternitat i Sant Ramon,Male,0-4,514
2016,4,Les Corts,21,Pedralbes,Male,0-4,236
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,0-4,149
2016,5,Sarrià-Sant Gervasi,23,Sarrià,Male,0-4,746
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,0-4,441
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,0-4,636
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,0-4,1009
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,0-4,656
2016,6,Gràcia,28,Vallcarca i els Penitents,Male,0-4,366
2016,6,Gràcia,29,el Coll,Male,0-4,179
2016,6,Gràcia,30,la Salut,Male,0-4,290
2016,6,Gràcia,31,la Vila de Gràcia,Male,0-4,1179
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,0-4,689
2016,7,Horta-Guinardó,33,el Baix Guinardó,Male,0-4,486
2016,7,Horta-Guinardó,34,Can Baró,Male,0-4,155
2016,7,Horta-Guinardó,35,el Guinardó,Male,0-4,793
2016,7,Horta-Guinardó,36,la Font d'en Fargues,Male,0-4,189
2016,7,Horta-Guinardó,37,el Carmel,Male,0-4,660
2016,7,Horta-Guinardó,38,la Teixonera,Male,0-4,221
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,0-4,117
2016,7,Horta-Guinardó,40,Montbau,Male,0-4,86
2016,7,Horta-Guinardó,41,la Vall d'Hebron,Male,0-4,115
2016,7,Horta-Guinardó,42,la Clota,Male,0-4,30
2016,7,Horta-Guinardó,43,Horta,Male,0-4,542
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,0-4,539
2016,8,Nou Barris,45,Porta,Male,0-4,507
2016,8,Nou Barris,46,el Turó de la Peira,Male,0-4,365
2016,8,Nou Barris,47,Can Peguera,Male,0-4,43
2016,8,Nou Barris,48,la Guineueta,Male,0-4,296
2016,8,Nou Barris,49,Canyelles,Male,0-4,127
2016,8,Nou Barris,50,les Roquetes,Male,0-4,352
2016,8,Nou Barris,51,Verdun,Male,0-4,270
2016,8,Nou Barris,52,la Prosperitat,Male,0-4,557
2016,8,Nou Barris,53,la Trinitat Nova,Male,0-4,181
2016,8,Nou Barris,54,Torre Baró,Male,0-4,78
2016,8,Nou Barris,55,Ciutat Meridiana,Male,0-4,284
2016,8,Nou Barris,56,Vallbona,Male,0-4,33
2016,9,Sant Andreu,57,la Trinitat Vella,Male,0-4,298
2016,9,Sant Andreu,58,Baró de Viver,Male,0-4,64
2016,9,Sant Andreu,59,el Bon Pastor,Male,0-4,358
2016,9,Sant Andreu,60,Sant Andreu,Male,0-4,1299
2016,9,Sant Andreu,61,la Sagrera,Male,0-4,632
2016,9,Sant Andreu,62,el Congrés i els Indians,Male,0-4,315
2016,9,Sant Andreu,63,Navas,Male,0-4,461
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,0-4,742
2016,10,Sant Martí,65,el Clot,Male,0-4,534
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,0-4,355
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,0-4,255
2016,10,Sant Martí,68,el Poblenou,Male,0-4,918
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,0-4,532
2016,10,Sant Martí,70,el Besòs i el Maresme,Male,0-4,573
2016,10,Sant Martí,71,Provençals del Poblenou,Male,0-4,508
2016,10,Sant Martí,72,Sant Martí de Provençals,Male,0-4,552
2016,10,Sant Martí,73,la Verneda i la Pau,Male,0-4,547
2016,1,Ciutat Vella,1,el Raval,Male,5-9,1087
2016,1,Ciutat Vella,2,el Barri Gòtic,Male,5-9,204
2016,1,Ciutat Vella,3,la Barceloneta,Male,5-9,236
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,5-9,374
2016,2,Eixample,5,el Fort Pienc,Male,5-9,669
2016,2,Eixample,6,la Sagrada Família,Male,5-9,881
2016,2,Eixample,7,la Dreta de l'Eixample,Male,5-9,942
2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,5-9,777
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,5-9,1062
2016,2,Eixample,10,Sant Antoni,Male,5-9,644
2016,3,Sants-Montjuïc,11,el Poble Sec,Male,5-9,773
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,5-9,17
2016,3,Sants-Montjuïc,13,la Marina de Port,Male,5-9,762
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,5-9,188
2016,3,Sants-Montjuïc,15,Hostafrancs,Male,5-9,290
2016,3,Sants-Montjuïc,16,la Bordeta,Male,5-9,357
2016,3,Sants-Montjuïc,17,Sants - Badal,Male,5-9,452
2016,3,Sants-Montjuïc,18,Sants,Male,5-9,772
2016,4,Les Corts,19,les Corts,Male,5-9,938
2016,4,Les Corts,20,la Maternitat i Sant Ramon,Male,5-9,484
2016,4,Les Corts,21,Pedralbes,Male,5-9,337
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,5-9,164
2016,5,Sarrià-Sant Gervasi,23,Sarrià,Male,5-9,809
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,5-9,542
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,5-9,698
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,5-9,1209
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,5-9,717
2016,6,Gràcia,28,Vallcarca i els Penitents,Male,5-9,352
2016,6,Gràcia,29,el Coll,Male,5-9,193
2016,6,Gràcia,30,la Salut,Male,5-9,259
2016,6,Gràcia,31,la Vila de Gràcia,Male,5-9,999
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,5-9,677
2016,7,Horta-Guinardó,33,el Baix Guinardó,Male,5-9,512
2016,7,Horta-Guinardó,34,Can Baró,Male,5-9,180
2016,7,Horta-Guinardó,35,el Guinardó,Male,5-9,762
2016,7,Horta-Guinardó,36,la Font d'en Fargues,Male,5-9,246
2016,7,Horta-Guinardó,37,el Carmel,Male,5-9,727
2016,7,Horta-Guinardó,38,la Teixonera,Male,5-9,242
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,5-9,111
2016,7,Horta-Guinardó,40,Montbau,Male,5-9,105
2016,7,Horta-Guinardó,41,la Vall d'Hebron,Male,5-9,118
2016,7,Horta-Guinardó,42,la Clota,Male,5-9,13
2016,7,Horta-Guinardó,43,Horta,Male,5-9,559
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,5-9,503
2016,8,Nou Barris,45,Porta,Male,5-9,517
2016,8,Nou Barris,46,el Turó de la Peira,Male,5-9,343
2016,8,Nou Barris,47,Can Peguera,Male,5-9,65
2016,8,Nou Barris,48,la Guineueta,Male,5-9,314
2016,8,Nou Barris,49,Canyelles,Male,5-9,131
2016,8,Nou Barris,50,les Roquetes,Male,5-9,402
2016,8,Nou Barris,51,Verdun,Male,5-9,283
2016,8,Nou Barris,52,la Prosperitat,Male,5-9,595
2016,8,Nou Barris,53,la Trinitat Nova,Male,5-9,189
2016,8,Nou Barris,54,Torre Baró,Male,5-9,95
2016,8,Nou Barris,55,Ciutat Meridiana,Male,5-9,284
2016,8,Nou Barris,56,Vallbona,Male,5-9,57
2016,9,Sant Andreu,57,la Trinitat Vella,Male,5-9,319
2016,9,Sant Andreu,58,Baró de Viver,Male,5-9,72
2016,9,Sant Andreu,59,el Bon Pastor,Male,5-9,451
2016,9,Sant Andreu,60,Sant Andreu,Male,5-9,1376
2016,9,Sant Andreu,61,la Sagrera,Male,5-9,623
2016,9,Sant Andreu,62,el Congrés i els Indians,Male,5-9,310
2016,9,Sant Andreu,63,Navas,Male,5-9,441
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,5-9,721
2016,10,Sant Martí,65,el Clot,Male,5-9,614
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,5-9,289
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,5-9,265
2016,10,Sant Martí,68,el Poblenou,Male,5-9,980
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,5-9,463
2016,10,Sant Martí,70,el Besòs i el Maresme,Male,5-9,645
2016,10,Sant Martí,71,Provençals del Poblenou,Male,5-9,501
2016,10,Sant Martí,72,Sant Martí de Provençals,Male,5-9,527
2016,10,Sant Martí,73,la Verneda i la Pau,Male,5-9,630
2016,1,Ciutat Vella,1,el Raval,Male,10-14,937
2016,1,Ciutat Vella,2,el Barri Gòtic,Male,10-14,215
2016,1,Ciutat Vella,3,la Barceloneta,Male,10-14,215
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,10-14,295
2016,2,Eixample,5,el Fort Pienc,Male,10-14,576
2016,2,Eixample,6,la Sagrada Família,Male,10-14,866
2016,2,Eixample,7,la Dreta de l'Eixample,Male,10-14,846
2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,10-14,738
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,10-14,1027
2016,2,Eixample,10,Sant Antoni,Male,10-14,622
2016,3,Sants-Montjuïc,11,el Poble Sec,Male,10-14,742
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,10-14,34
2016,3,Sants-Montjuïc,13,la Marina de Port,Male,10-14,756
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,10-14,197
2016,3,Sants-Montjuïc,15,Hostafrancs,Male,10-14,266
2016,3,Sants-Montjuïc,16,la Bordeta,Male,10-14,358
2016,3,Sants-Montjuïc,17,Sants - Badal,Male,10-14,409
2016,3,Sants-Montjuïc,18,Sants,Male,10-14,739
2016,4,Les Corts,19,les Corts,Male,10-14,860
2016,4,Les Corts,20,la Maternitat i Sant Ramon,Male,10-14,487
2016,4,Les Corts,21,Pedralbes,Male,10-14,356
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,10-14,149
2016,5,Sarrià-Sant Gervasi,23,Sarrià,Male,10-14,811
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,10-14,520
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,10-14,711
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,10-14,1266
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,10-14,711
